,Outer right eye corner_x,Outer right eye corner_y,Upper lip inner middle_y,Upper lip inner middle_x,Outer left eyebrow_x,Outer left eyebrow_y,Outer left eye corner_x,Outer left eye corner_y,Right nose peak_x,Right nose peak_y,Inner left eyebrow_y,Inner left eyebrow_x,Outer right eyebrow_x,Outer right eyebrow_y,Lower lip inner middle_x,Lower lip inner middle_y,Nose tip_y,Nose tip_x,Inner right eyebrow_y,Inner right eyebrow_x,Nose saddle left_x,Nose saddle left_y,Upper lip outer middle_x,Upper lip outer middle_y,Middle right eyebrow_y,Middle right eyebrow_x,Nose saddle right_x,Nose saddle right_y,Inner left eye corner_y,Inner left eye corner_x,Left mouth corner_y,Left mouth corner_x,Inner right eye corner_y,Inner right eye corner_x,Left temple_x,Left temple_y,Right mouth corner_y,Right mouth corner_x,Left nose peak_x,Left nose peak_y,Emotion,Chin middle_y,Chin middle_x,Middle left eyebrow_y,Middle left eyebrow_x,Lower lip outer middle_y,Lower lip outer middle_x,Right temple_x,Right temple_y
2853,960.916,465.328,1080.24,159.533,788.878,326.004,226.306,516.94,717.972,792.988,484.574,472.459,1033.38,448.02,145.099,1109.11,756.63,490.306,303.017,681.236,647.93,742.179,557.783,973.163,411.349,814.352,319.292,514.136,486.71,280.275,1389.68,548.182,654.447,497.723,,,1079.21,742.099,451.561,938.818,6,1417.96,595.524,377.301,177.63,1231.16,583.849,,
2854,1368.88,541.068,1094.08,148.651,845.755,351.049,216.168,506.683,719.516,767.078,459.357,453.969,1022.74,411.59,156.009,1112.47,746.763,499.967,282.533,666.632,626.779,733.561,552.689,918.179,412.75,833.071,247.719,546.411,498.681,241.626,1266.33,149.858,566.834,400.052,,,1075.37,758.771,465.113,951.638,5,1206.77,572.217,375.773,206.866,979.679,585.575,,
2855,880.41,533.015,922.955,574.92,22.8236,343.131,205.275,506.683,602.58,822.924,468.901,471.786,1049.97,445.322,571.651,1007.95,716.118,483.686,241.318,609.759,686.229,784.147,481.991,946.856,409.092,796.582,187.98,507.196,598.227,440.444,1297.05,449.134,572.285,341.07,,,1114.51,758.007,435.845,902.81,18,1207.91,593.769,368.977,203.301,1029.87,583.877,,
2856,767.317,529.115,916.8,363.703,141.173,403.899,228.972,700.768,458.882,845.667,462.625,452.959,1043.76,459.718,357.618,935.054,729.932,493.593,296.012,632.033,624.829,781.251,476.557,948.469,409.643,824.071,623.914,501.328,601.41,435.463,1319.26,491.484,512.818,739.314,,,1083.04,741.264,424.235,774.765,21,1175.8,602.953,454.012,206.031,938.769,595.877,,
2857,694.092,541.29,858.009,136.085,135.324,406.281,233.373,494.142,369.423,861.901,475.214,475.276,1044.96,412.203,132.802,884.274,715.951,497.5,298.439,666.632,670.521,809.237,483.66,945.844,447.686,837.648,295.154,508.39,589.8,398.221,1438.12,548.301,512.02,468.217,,,1075.37,721.593,426.948,831.845,20,1243.51,572.217,400.314,185.301,1033.11,562.198,,
2858,599.198,543.415,892.8,606.675,52.9081,316.618,235.776,481.776,293.627,877.505,463.267,469.092,1024.82,436.991,606.675,999.356,712.02,517.505,283.149,1260.32,699.129,765.972,1364.1,1048.25,409.643,812.622,293.548,453.248,583.115,411.558,1347.79,516.529,465.72,468.28,,,991.466,772.895,362.237,835.203,1,1230.38,605.896,367.895,184.195,1033.57,602.67,,
2859,428.54,549.63,907.87,587.175,75.5735,374.552,206.683,489.654,215.85,864.574,463.464,475.27,1026.49,425.389,587.175,930.95,726.025,491.993,301.87,482.585,641.58,742.131,1272.15,1006.66,396.962,817.092,611.349,510.296,585.359,417.439,1315,526.625,512.19,703.179,,,934.728,751.911,437.158,948.439,1,1285.47,613.877,391.267,224.253,1083.82,610.34,,
2860,947.086,566.755,958.757,579.958,175.404,401.049,238.37,512.245,681.654,819.344,459.968,464.709,1018.82,414.264,583.849,1145.55,750.129,490.107,284.358,419.896,719.524,838.458,389.698,1021.87,413.477,819.679,604.155,524.293,601.41,417.781,1284.96,520.529,500.707,698.603,,,1095.24,719.707,1166.38,960.542,1,1218.29,596.755,325.768,191.118,1018.76,596.755,,
2861,834.495,541.768,942.943,562.198,159.162,364.799,246.304,560.635,499.943,824.85,475.054,458.607,1037.44,423.328,572.217,959.642,724.633,539.985,303.222,344.245,691.967,811.481,335.104,1020.67,420.112,827.929,614.906,502.593,573.598,418.418,1355.8,477.479,513.463,728.723,,,1032.95,748.879,1008.48,929.508,1,1217.15,586.651,392.643,253.847,1011.21,596.458,,
2862,769.259,556.259,950.733,587.175,142.47,417.574,222.574,469.099,426.638,779.707,469.268,496.046,1065.61,446.341,587.175,980.408,868.251,484.664,295.057,290.047,661.537,816.566,253.821,1009.45,396.168,879.574,605.476,495.431,577.338,388.458,1359.15,470.381,507.845,714.845,,,1090,718.466,276.519,921.869,49,1246.02,590.132,409.68,221.938,1043.14,610.764,,
2863,935.389,548.333,853.863,592.34,143.083,430.955,231.224,547.879,681.192,748.609,443.997,517.413,1033.19,426.845,592.34,878.627,722.524,493.999,316.127,229.736,633.686,640.362,163.142,1036.94,398.975,872.953,608.532,502.832,589.275,420.805,1386.5,538.282,512.747,703.346,,,1057.51,650.938,433.219,764.651,51,1144.2,603.179,439.306,984.71,976.085,609.292,,
2864,947.946,576.168,939.604,572.217,123.04,394.699,234.773,469.386,707.182,813.049,394.903,517.429,1078.79,415.656,565.538,966.321,753.16,553.975,455.99,663.786,653.492,532.155,141.292,1042.57,402.183,876.421,629.659,516.908,569.564,399.837,1428.04,482.229,458.094,716.373,,,1069.55,591.288,387.145,704.786,50,1200.17,568.34,421.545,926.381,1014.93,564.972,,
2865,966.049,555.495,943.226,602.67,168.268,409.392,876.097,691.497,708.765,821.5,364.184,466.827,1055.29,419.492,602.67,972.264,723.24,504.718,457.051,328.136,648.32,737.309,571.651,864.116,432.625,861.679,594.16,518.253,578.174,404.436,1433.13,495.415,512.046,719.969,,,1077.63,479.548,368.381,726.336,46,1225.3,614.16,367.314,94.8395,1010.66,617.514,,
2866,970.712,584.023,981.222,613.877,149.639,421.749,931.784,479.715,713.126,813.869,454.207,457.077,1039.08,412.967,617.415,1005.99,602.15,508.768,409.49,310.214,675.407,779.062,360.66,862.035,432.992,866.056,631.712,496.776,576.98,397.235,1354.86,504.328,520.521,708.67,,,1070.91,374.373,391.028,746.237,45,1075.67,615.462,512.357,27.0491,870.986,605.868,,
2867,941.492,584.715,925.644,600.08,137.929,404.5,118.282,515.794,695.285,808.195,436.161,480.571,1007.13,384.001,596.755,948.922,559.314,521.237,459.74,664.459,683.405,775.553,136.085,798.915,396.043,842.026,590.5,504.829,629.651,360.359,1386.34,538.672,517.458,715.975,,,1055.63,255.702,399.725,752.572,44,1205.21,575.939,438.16,33.5265,1009.05,569.175,,
2868,968.89,549.137,916.417,593.189,134.25,416.673,44.0703,533.015,717.845,811.593,454.417,1161.19,1035.53,452.046,586.651,945.837,712.02,489.996,460.421,625.077,1334.34,715.044,606.675,850.177,324.832,867.786,591.542,498.821,568.744,426.686,1401.26,546.598,516.94,724.832,,,1001.37,632.922,426.065,763.521,43,1177.45,606.108,413.07,7.10743,992.733,596.387,,
2869,956.643,554.412,946.856,600.448,161.84,394.348,180.749,455.07,714.224,796.832,457.375,1124.29,964.879,396.121,600.448,974.366,709.211,507.861,445.321,633.571,1188.37,709.354,580.58,851.818,266.469,829.765,576.542,474.964,576.749,432.749,1260.1,506.922,522.837,793.131,,,1307.4,618.503,371.086,660.439,22,1207.64,599.415,325.068,223.999,998.91,585.264,,
2870,938.643,547.617,881.33,612.349,148.17,401.494,172.688,496.649,694.187,788.253,464.906,348.954,1039.31,455.946,612.349,902.726,715.951,490.561,456.847,631.276,472.259,721.983,583.849,904.276,404.278,820.842,574.458,490.8,586.847,417.59,1123.04,493.911,545.993,742.983,,,1212.96,419.341,365.182,737.93,26,1234.52,1242.7,399.217,1.44488,1023.1,1299.08,,
2871,946.855,543.049,920.627,571.708,151.849,401.077,203.261,484.696,693.073,781.68,481.375,251.5,986.635,435.153,575.075,940.835,734.691,1224.92,438.051,639.418,351.105,710.174,565.538,926.245,422.018,812.929,578.707,461.397,569.078,433.585,1341.19,507.089,630.431,708.845,,,1047.12,769.155,389.946,763.84,23,1162.01,931.481,365.406,36.1535,992.514,979.453,,
2872,945.383,538.394,916.757,610.807,133.721,419.656,223.466,448.545,707.58,810.718,458.032,192.123,951.129,429.415,607.453,943.587,688.983,1082.71,469.819,656.898,526.545,523.028,590.472,907.87,416.391,1423.57,673.466,543.948,528.845,429.845,1385.67,540.049,505.967,726.153,,,1059.57,772.346,379.084,733.585,41,1217.15,397.594,346.927,222.415,1043.9,387.788,,
2873,954.383,565.243,797.429,612.264,136.114,403.281,220.911,451.426,716.58,810.718,473.997,133.383,853.871,465.455,609.066,816.618,716.253,350.993,452.255,617.316,270.455,548.985,595.877,807.873,400.712,687.755,625.458,532.792,550.625,419.412,1384.02,533.866,505.696,789.304,,,1156.05,724.569,392.874,768.558,42,1230.43,361.198,342.431,234.328,1030.17,337.028,,
2874,967.442,542.866,958.318,572.557,129.647,421.532,195.845,440.81,686.962,873.749,384.017,437.086,683.763,429.208,569.175,981.993,736.163,256.585,454.513,637.245,251.078,504.447,572.217,889.509,417.625,604,633.391,445.959,578.174,422.715,1372.02,1237.58,518.269,736.808,,,1083.72,745.354,394.084,780.566,36,1223.37,293.925,334.322,255.28,1025.68,254.387,,
2875,1009.75,565.243,921.441,586.665,144.847,426.48,182.397,481.776,685.123,778.776,421.083,140.382,458.142,391.012,583.425,947.366,743.397,143.603,458.844,630.648,527.325,541.45,596.217,901.283,398.188,502.565,613.426,436.927,575.293,426.59,1317.15,1201.97,527.898,748.649,,,1119.1,692.062,403.879,796.052,37,1230.15,273.349,347.707,223.259,1026.43,183.179,,
2876,970.903,584.42,921.08,581.726,134.578,399.24,232.537,416.771,752.771,852.908,358.139,138.996,886.704,406.688,578.189,945.844,736.362,46.6724,471.541,644.255,459.519,476.643,613.877,931.693,413.018,396.357,613.513,480.861,591.948,984.901,1382.4,338.19,469.617,721.871,,,1027.34,732.725,439.983,736.569,38,1232.4,176.67,342.296,222.296,1037.83,120.066,,
2877,964.545,515.89,931.488,1281.46,141.023,415.175,203.261,477.025,713.922,806.882,368.524,432.049,828.28,506.818,1281.46,952.63,728.834,7.94297,451.426,678.28,473.866,454.521,596.755,862.46,391.895,247.49,632.19,473.253,588.256,298.012,1402.35,203.158,487.935,710.548,,,1049.29,704.031,425.198,767.603,39,1478.68,628.52,328.609,220.012,1251.42,624.602,,
2878,936.606,488.102,874.184,1001.84,119.244,411.513,231.073,451.696,716.11,703.991,422.086,403.672,807.479,458.015,979.453,925.354,682,483.745,456.299,668.737,427.402,471.304,599.726,867.384,336.224,954.121,617.675,476.643,630.527,434.771,1081.46,366.407,495.908,747.558,,,1120.52,723.359,426.184,798.678,40,1287.09,448.323,346.593,245.19,1080.52,403.253,,
2879,958.497,586.847,936.031,394.325,133.454,421.387,207.105,459.67,691.466,656.007,365.564,395.659,926.397,465.328,394.325,958.913,808.545,97.0708,452.745,663.342,468.622,484.473,603.887,898.715,333.776,676.13,1256.13,492.749,647.898,444.916,1115.95,231.622,496.171,723.431,,,1125.1,711.511,420.582,748.107,28,1345.06,194.622,370.123,235.991,1074.14,212.684,,
2880,931.362,556.259,940.396,350.84,136.114,420.891,230.603,461.683,688.895,837.192,378.741,425.954,922.935,453.248,337.028,971.472,696.809,90.3774,467.982,674.286,483.924,470.985,615.406,847.708,330.399,689.834,1183.5,502.736,645.272,424.975,1102.14,127.418,511.076,623.15,,,1098.38,729.948,384.431,655.999,47,1376.64,603.571,319.792,232.792,1118.76,603.571,,
2881,959.102,566.715,935.825,272.358,139.476,429.825,238.847,466.211,674.397,790.879,382.513,432.065,923.19,448.466,261.575,964.58,703.007,497.599,469.268,677.423,469.943,475.593,568.34,876.844,301.808,911.572,509.969,508.855,598.656,413.834,1039.63,366.964,522.264,586.075,,,1144.67,746.747,410.993,745.06,48,1357.73,565.49,327.153,227.086,1052.78,568.995,,
2882,888.566,567.168,949.623,213.236,139.181,424.337,218.054,482.444,687.908,822.63,392.086,432.359,936.336,443.134,206.557,966.321,716.939,485.132,436.62,683.408,493.688,522.168,610.807,859.743,343.466,898.983,361.481,484.473,568.466,377.444,997.163,323.731,502.815,449.146,,,1120.52,705.964,394.521,896.038,30,1544.61,605.071,365.707,265.975,1332.89,601,,
2883,826.131,558.2,935.231,127.142,124.003,423.936,221.858,506.683,601.903,793.481,365.564,370.999,931.84,442.314,134.217,970.608,684.498,514.708,378.219,677.592,516.232,526.561,605.868,733.467,314.667,912.455,280.139,488.532,655.975,443.794,1075.59,327.224,499.736,384.72,,,1285.12,743.206,388.68,736.617,,1397.26,550.459,449.603,241.052,1062.97,546.786,,
2884,748.593,590.229,1098.6,612.847,123.023,425.283,187.832,478.386,534.471,815.771,375.98,430.386,910.004,454.012,620.684,1169.13,692.394,468.236,364.184,641.316,467.866,527.118,572.557,924.498,329.373,933.105,228.439,486.375,583.044,435.192,1033.62,284.898,526.688,698.715,,,1125.41,771.813,1134.44,817.497,6,1357.77,568.398,286.434,252.423,1023.97,564.847,,
2885,607.37,539.977,1020.43,395.742,169.181,410.545,212.914,435.025,417.16,804.686,388.983,410.739,929.389,440.826,395.742,1035.45,680.627,475.368,443.508,631.827,529.147,541.45,576.943,869.592,306.312,873.232,207.67,476.007,649.784,434.731,1001.78,354.511,520.521,451.322,,,1106.05,718.442,1028.71,839.779,5,1414.15,590.5,324.264,303.065,1071.09,601.566,,
2886,439.044,532.338,998.286,219.908,127.604,400.014,213.168,484.513,305.619,814.991,378.503,403.044,926.118,449.858,219.908,1023.57,649.877,448.368,439.696,629.071,482.532,581.595,592.34,871.552,327.662,955.808,617.436,549.63,581.078,378.638,956.397,344.667,523.386,451.593,,,1029.88,745.203,285.447,748.458,18,1361.32,542.745,315.192,253.115,1091.44,553.398,,
2887,814.736,520.322,986.24,592.827,183.691,408.641,223.569,448.354,217.505,818.81,379.473,369.646,950.333,494.763,599.99,1065.04,695.833,488.868,446.812,1286.68,484.275,553.466,1295.56,878.634,302.922,911.285,389.651,523.386,635.54,434.54,1008.67,330.24,559.887,724.816,,,1196.44,890.906,390.296,687.375,21,1371.73,590.485,308.206,241.084,1101.96,586.888,,
2888,789.749,665.221,993.196,565.49,140.5,412.214,831.654,480.988,621.558,774.105,378.503,365.906,937.068,469.354,568.995,1007.22,700.998,490.085,447.074,505.872,500.015,531.192,1014.63,832.608,327.662,953.834,385.672,470.603,631.577,414.725,1050.71,376.235,552.94,680.023,,,1084.62,718.643,358.792,654.304,20,1392.66,577.719,282.264,194.508,1131.79,573.939,,
2889,709.378,590.237,1019.39,568.429,161.929,404.5,867.415,471.224,511.473,1033.4,343.466,393.948,915.097,436.036,596.929,1247.39,740.656,556.113,470.125,382.75,536.15,569.699,397.594,883.729,333.057,926.054,588.757,532.927,623.651,420.614,1076.91,359.595,564.566,698.007,,,1117.56,729.455,375.447,684.009,1,1411.95,589.153,249.845,213.359,1129.09,585.48,,
2890,887.086,559.672,1033.58,550.459,151.888,385.214,106.195,511.099,389.484,858.948,457.466,488.707,936.017,453.757,550.459,1048.28,780.946,533.004,454.292,315.552,519.654,554.038,354.292,885.151,350.428,928.434,613.983,548.985,644.643,436.633,1089.37,333.415,550.625,697.8,,,1099.09,730.33,410.046,702.264,1,1359.22,611.182,375.781,245.85,1126.35,603.288,,
2891,883.306,564.208,984.908,561.296,139.643,397.459,83.8501,505.967,694.466,854.5,436.919,437.707,974.93,545.389,561.296,999.112,802.106,505.297,466.375,251.531,508.282,475.155,272.358,878.316,335.707,922.696,630.272,511.887,607.943,462.59,1138.62,377.81,575.293,673.895,,,1095.24,568.569,375.821,706.275,1,1362.73,604.248,342.813,280.784,1133.44,593.5,,
2892,894.224,556.052,1004.69,601.566,146.99,421.949,63.4213,498.681,637.609,877.275,336.781,446.229,949.609,442.505,601.566,1023.14,760.849,562.198,414.212,191.699,487.354,453.534,216.575,882.83,350.428,943.434,633.869,536.468,617.357,461.357,1161.57,321.662,536.993,681.2,,,1276.09,555.447,408.718,695.397,1,1362.52,596.5,311.72,938.996,1107.95,585.893,,
2893,888.59,562.497,1023.97,553.398,158.272,363.775,188.349,589.824,670.776,866.397,286.847,419.42,960.407,446.468,553.398,1041.72,785.125,545.5,344.914,684.741,511.052,495.885,102.377,868.014,292.362,924.638,600.59,531.686,617.357,432.089,1113.52,374.699,549.121,642.439,,,1104.92,388.354,366.344,621.55,49,1394.29,597.617,256.847,961.123,1122.23,604.872,,
2894,889.298,554.468,1022.83,586.888,139.131,374.428,186.805,605.357,665.779,904.672,300.59,425.572,917.89,446.341,590.485,1044.41,801.788,572.302,381.398,318.965,485.683,516.94,612.847,1051.58,335.603,960.431,641.771,533.922,534.845,427.816,1109.46,357.582,561.407,707.922,,,1143.13,337.187,364.442,704.365,51,1395.7,613.321,332.826,145.442,1093.22,620.699,,
2895,894.916,559.625,1044.84,573.939,156.602,412.815,149.277,589.8,680.46,879.328,367.975,406.036,928.466,416.516,573.939,1063.74,818.21,559.708,334.362,380.731,534.869,516.908,380.718,997.892,341.046,941.038,619.529,524.11,515.293,419.5,1118.96,374.269,545.993,652.911,,,1158.64,197.325,361.68,650.938,52,1289.15,600.847,337.224,75.3661,995.515,634.214,,
2896,876.805,538.481,1055.62,581.806,161.567,397.921,152.174,587.588,679.919,808.569,397.434,470.572,1077.05,486.503,581.806,1070.32,690.101,557.783,330.996,669.725,1147.04,525.057,209.071,951.327,297.789,937.529,598.696,528.519,579.797,388.529,1002.81,350.373,538.481,685.227,,,1064.09,783.256,349.179,692.19,50,1341.33,599.439,380.358,5.24016,1065.63,595.949,,
2897,887.126,559.036,1055.31,603.288,123.608,351.652,179.874,581.333,673.983,823.935,408.192,1139.36,915.32,416.293,603.288,1071.1,626.104,559.481,367.052,631.672,1055.64,538.927,589.245,968.332,286.847,953.85,628.68,501.383,598.306,457.052,957.2,343.975,536.731,687.192,,,1009.91,631.587,343.434,698.015,46,1342.22,567.633,339.686,213.304,1081.88,574.765,,
2898,899.436,569.15,1058.2,589.917,130.387,397.504,188.858,597.463,676.569,894.367,400.115,1179.55,928.903,465.519,589.917,1076.11,678.639,485.429,345.988,657.972,383.405,510.423,565.49,965.156,223.879,916.521,604.02,534.558,608.611,1092.9,1032.21,362.707,539.42,681.598,,,975.012,487.571,384.041,697.298,45,1355.45,607.857,337.895,18.0332,1061.98,597.25,,
2899,875.699,553.736,1040.77,582.357,153.708,410.333,164.094,584.818,672.359,913.68,388.06,328.776,919.052,448.195,582.357,1058.45,675.837,487.042,329.373,677.285,276.741,570.845,572.5,982.75,321.184,916.832,632.198,526.887,627.948,326.794,1064.82,355.816,574.712,674.603,,,964.271,865.271,391.521,699.566,44,1389.86,1210.63,313.832,80.2772,1119.87,1233.44,,
2900,907.267,576.98,1060.56,601.245,140.439,414.602,156.574,581.078,664.744,860.58,374.898,211.322,830.468,440.492,601.245,1078.7,691.127,487.198,350.428,672.702,244.354,510.853,550.459,1007.87,348.399,915.654,584.341,585.622,623.962,258.328,1073.17,367.171,530.118,683.023,,,933.328,853.362,368.07,825.184,43,1344.84,1028.82,359.611,227.977,1104.41,1092.46,,
2901,885.328,570.733,1030.51,620.699,711.312,408.591,181.028,589.275,676.275,898.02,383.015,121.863,839.627,521.237,620.699,1045.27,823.651,1494.52,343.768,682.004,194.397,510.63,561.296,970.704,323.635,840.145,600.041,511.927,472.768,462.407,1121.64,1041.52,487.044,689.834,,,1089.27,805.497,362.779,685.243,22,1367.19,466.643,358.951,212.166,1106.84,455.944,,
2902,934.824,661.251,928.781,634.214,833.305,387.63,172.569,573.351,674.771,878.771,396.741,98.0623,715.887,473.253,630.878,945.464,777.837,1407.36,318.582,641.142,472.919,565.004,601.566,982.559,346.489,763.259,668.389,561.407,441.799,263.563,1116.45,1083.71,529.784,691.704,,,1003.16,874.983,381.471,649.553,26,1396.37,390.25,362.603,221.031,1137.62,364,,
2903,909.168,578.532,981.878,595.949,96.5039,378.736,163.8,593.452,685.275,1017.75,399.789,356.285,667.267,482.969,595.949,1002.82,773.705,354.745,347.794,688.084,278.564,508.434,553.398,995.561,366.781,677.858,629.54,538.394,466.203,445.744,1050.71,226.8,525.654,671.038,,,1011.18,763.95,404.89,685.776,23,1366.92,326.773,338.508,220.537,1112.58,311.812,,
2904,911.373,567.168,1014.12,574.765,54.4574,402.33,177.988,573.065,684.908,905.731,383.683,169.068,383.58,484.951,571.199,1028.39,764.932,267.618,357.025,682.378,500.683,561.988,583.291,994.054,335.627,538.084,630.932,459.105,473.19,422.078,1161.74,111.638,479.603,682.155,,,878.922,842.261,427.346,645.574,41,1365.82,243.908,367.314,196.314,1137.15,217.23,,
2905,860.357,576.749,994.804,597.25,20.1286,390.695,146.954,629.651,707.691,929.269,332.81,192.017,1078.86,416.946,593.714,1008.95,760.849,157.142,346.418,631.649,477.304,552.439,566.378,1014.59,332.85,363.097,587.365,397.434,473.516,429.988,1064.32,99.9721,527.214,661.179,,,997.95,808.186,410.603,602.954,42,1362.66,273.526,374.802,213.487,1143.21,243.77,,
2906,879.845,521.237,1055.23,1241.05,57.5631,476.912,167.031,564.749,653.237,879.757,390.423,326.858,775.508,344.76,1241.05,1070.44,787.955,33.2358,351.622,624.288,506.786,530.524,581.806,1029.91,361.259,929.962,619.569,552.184,463.362,429.773,1084.16,357.964,567.59,677.747,,,1011.1,830.42,387.431,654.375,36,1574.5,649.983,343.243,175.537,1231.26,636.948,,
2907,1051.08,612.041,1019.55,1096,80.4109,482.144,183.439,565.243,674.142,786.781,401.42,357.686,830.957,376.98,1074.79,1054.91,803.415,1.48113,354.439,658.68,472.298,556.497,595.394,1023.73,357.948,672.733,581.293,515.293,466.736,434.086,1049.29,109.545,555.853,673.656,,,1034.5,839.119,359.564,689.349,37,1480.67,414.209,342.781,228.479,1171.13,342.776,,
2908,862.513,525.678,1028.39,455.944,92.962,500.929,186.503,590.699,791.341,919.394,385.426,355.545,1033.7,422.046,455.944,1046.22,618.95,558.575,296.293,653.397,462.741,551.651,589.917,1025.95,347.707,735.741,626.794,543.797,441.861,409.251,1027.89,288.566,530.739,570.558,,,1025.43,846.582,350.938,684.009,38,1447.93,249.956,339.415,172.147,1122.97,230.142,,
2909,886.712,584.42,1058.87,364,44.6002,448.47,184.275,584.42,664.471,847.621,393.805,384.208,1036.26,398.707,367.75,1073.87,673.403,208.538,410.293,740.293,499.354,519.24,578.821,1016.02,351.908,919.983,1213.26,519.662,469.41,401.468,1015.28,293.58,552.184,515.739,,,1040.78,872.261,1109.85,740.287,39,1527.72,619.688,346.927,208.219,1194.14,607.179,,
2910,876.686,548.333,1037.77,300.591,68.0436,436.359,183.638,539.397,679.593,879.757,399.113,377.11,1040.09,381.24,304.331,1052.73,506.726,109.821,396.972,673.394,476.747,516.869,601.245,1035.17,382.004,947.946,518.922,506.818,478.386,427.505,1153.25,383.094,547.617,436.863,,,1049.29,855.662,983.548,736.163,40,1436.29,619.879,326.269,225.654,1078.57,604.155,,
2911,780.399,556.036,1064.74,213.418,63.6577,497.333,169.418,535.473,672.558,875.707,366.558,341.277,1050.02,418.466,213.418,1083.79,651.271,585.363,309.487,703.577,495.272,568.704,620.699,989.936,346.179,918.081,435.988,490.02,483.017,418.235,1060.88,287.237,556.744,369.988,,,1125.74,838.569,271.481,681.582,28,1442.22,614.906,349.076,191.094,1078.12,595.33,,
2912,781.903,627.805,1035.35,214.015,63.3905,469.91,185.898,612.55,503.094,860.301,395.325,350.595,1055.61,402.901,228.893,1076.26,627.611,567.392,261.224,697.617,492.813,549.24,634.214,882.066,377.954,915.232,366.471,488.85,480.415,437.516,1021.8,338.826,756.113,898.999,,,1013.71,869.134,498.235,725.795,47,1653.35,618.94,339.932,199.951,1357.14,609.964,,
2913,637.903,559.036,1122.64,623.914,62.4109,471.68,195.503,559.887,466.641,1014.11,394.832,358.06,1014.91,378.964,636.948,1174.78,616.304,576.066,258.399,667.211,475.577,562.577,585.48,953.959,376.386,952.855,233.046,486.503,493.983,441.121,940.068,384.256,769.728,510.582,,,1020.42,854.962,483.246,735.891,48,1477.41,620.564,308.221,203.977,1116.45,596.5,,
2914,581.834,568.402,1123.51,314.996,71.2551,477.663,782.794,591.948,361.06,855.375,357.447,318.081,1043.68,404.142,334.839,1139.38,635.698,562.198,348.479,690.678,485.731,573.654,567.633,992.722,339.932,957.479,209.866,482.683,504.638,443.914,1018.77,297.988,701.627,584.627,,,993.797,877.434,304.885,752.1,30,1467.17,677.977,336.622,210.622,1149.07,649.792,,
2915,375.654,595.911,1075.42,222.216,73.5769,488.731,804.423,529.346,294.471,859.649,404.15,394.394,1030.95,388.028,226.179,1095.23,653.988,564.094,371.031,689.341,494.038,599.5,583.107,966.518,372.598,914.977,534.439,501.383,470.389,450.264,1077.51,323.229,757.529,875.357,,,920.651,836.365,281.105,700.2,,1457.88,594.16,326.269,191.038,1105.52,562.84,,
2916,978.996,488.85,1014.84,594.67,71.1104,505.838,75.5504,588.256,197.325,857.46,439.585,351.471,1060.06,393.001,603.009,1123.25,630.986,567.575,363.901,1320.56,435.479,622.219,1241.05,1017.2,341.357,919.545,378.757,639.534,479.007,464.699,1049.99,336.781,766.688,881.245,,,1001.79,820.214,512.862,746.355,6,1455.09,659.898,303.741,193.259,1120.89,627.686,,
2917,732.72,465.343,1035.33,604.155,71.0993,487.376,48.4788,591.948,775.267,832.394,376.569,364.131,1061.44,402.351,604.155,1054.98,645.717,568.877,371.954,574.394,482.357,564.773,1110.14,987.732,334.72,916.553,359.627,556.115,469.752,466.975,1083.19,327.885,764.373,879.654,,,1000.71,828.871,490.799,711.396,5,1455.57,574.521,301.855,169.147,1135.99,586.505,,
2918,715.209,454.146,1031.13,583.585,69.6911,487.665,175.561,647.524,499.335,807.642,415.656,411.407,1138.43,432.916,587.5,1046.79,649.623,592.991,362.723,385.832,507.59,618.972,445.245,996.288,361.959,918.534,604.052,540.017,431.914,429.948,1079.5,301.115,766.672,880.259,,,994.585,845.42,486.307,730.153,18,1457.36,519.351,375.017,196.314,1136.51,531.383,,
2919,981.121,504.678,1074.39,578.548,80.5612,491.133,198.901,647.898,406.547,755.091,384.972,380.229,1066,425.802,609.964,1280.84,666.363,603.264,366.781,332.898,498.2,543.16,356.5,1032.62,381.137,935.206,554.389,544.394,459.606,452.309,1094.27,335.269,754.378,880.704,,,1006.61,733.664,487.743,745.426,21,1445.79,500.946,382.346,243.662,1111.57,512.882,,
2920,969.431,486.638,1076.35,596.5,57.6299,475.982,168.296,641.198,774.542,793.887,338.436,368.301,1046.91,512.5,596.5,1096.4,609.724,590.104,392.667,236.588,462.956,511.052,296.851,1007.85,341.763,944.237,592.155,551.914,603.375,435.741,1119.65,300.837,745.641,881.818,,,1021.87,630.484,487.003,742.365,20,1445.32,566.436,324.264,789.017,1136.51,558.415,,
2921,976.107,487.871,1060.49,641.739,66.4963,495.686,184.943,621.097,751.362,792.638,289.975,335.508,1111.3,413.532,649.792,1076.6,612.413,589.92,369.662,187.219,488.627,453.534,213.418,1034.25,365.794,998.245,578.245,558.519,453.534,440.15,1100.58,331.123,771.399,847.601,,,1027.08,548.642,508.365,726.647,1,1428.43,697.052,325.012,923.214,1176.84,673.466,,
2922,979.259,500.397,1058.54,566.755,70.2143,489.763,142.855,582.471,754.314,807.765,401.977,357.67,1123.14,375.065,566.755,1078.12,637.375,583.255,438.32,703.06,452.763,504.312,202.857,990.717,346.617,970.903,587.643,558.336,515.794,1104.69,1028,355.601,763.832,833.627,,,1019.69,430.264,469.877,713.578,1,1455.57,621.463,339.566,103.656,1187.92,597.495,,
